Year Month,State,Countym,Industry,Suspicious Activity,Count
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Credit/Debit Card,2
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,10
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,3
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,2
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,45
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Casinos,9
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Fraud (Type),1
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Money Laundering,5
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,2
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,46
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,4
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,23
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,1
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,1
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,21
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious EFT/Wire Transfers,6
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,9
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Counter Checks or Markers,30
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,14
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),2
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),2
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",4
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,12
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,49
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,4
2015,Nevada,"Douglas County, NV",Casino/Card Club - State Licensed Casino,[Total],335
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,2
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,2
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Check,2
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,1
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,2
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Multiple Individuals with Same or Similar Identities,1
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Casinos,12
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Identification Documentation,2
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,2
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,3
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,4
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,12
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,1
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,5
2015,Nevada,"Elko County, NV",Casino/Card Club - State Licensed Casino,[Total],53
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,15
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,21
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,3
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Check,9
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,8
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,20
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Forgeries,9
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,1
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,58
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Casinos,25
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Identification Documentation,5
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Money Laundering,1
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,2
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,71
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,5
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,21
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,2
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,20
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,3
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,6
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Multiple Accounts,3
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,3
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,3
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),1
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",11
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,13
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,18
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,14
2015,Nevada,"Washoe County, NV",Casino/Card Club - State Licensed Casino,[Total],371
2015,Nevada,[Total],Casino/Card Club - State Licensed Casino,[Total],"16,941"
2015,New Mexico,"Bernalillo County, NM",Casino/Card Club - State Licensed Casino,Other Structuring,2
2015,New Mexico,"Bernalillo County, NM",Casino/Card Club - State Licensed Casino,[Total],2
2015,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,2
2015,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2015,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,1
2015,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Other Casinos,35
2015,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,1
2015,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Other Structuring,3
2015,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,1
2015,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,1
2015,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,1
2015,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,6
2015,New Mexico,"Do̱a Ana County, NM",Casino/Card Club - State Licensed Casino,[Total],52
2015,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1
2015,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,2
2015,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2015,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Other Structuring,3
2015,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,3
2015,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,1
2015,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,4
2015,New Mexico,"Lea County, NM",Casino/Card Club - State Licensed Casino,[Total],15
2015,New Mexico,[Total],Casino/Card Club - State Licensed Casino,[Total],69
2015,[Total],[Total],Casino/Card Club - State Licensed Casino,[Total],"18,341"
2016,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,2
2016,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,[Total],2
2016,Arizona,[Total],Casino/Card Club - State Licensed Casino,[Total],2
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,4
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,2
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,4
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Other Casinos,4
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,23
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Other Structuring,2
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,11
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),4
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,4
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,4
2016,California,"Sacramento County, CA",Casino/Card Club - State Licensed Casino,[Total],63
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,11
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,80
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,4
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Credit/Debit Card,7
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,2
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,2
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,6
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,95
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Multiple Individuals with Same or Similar Identities,4
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Other Casinos,19
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Other Fraud (Type),3
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Other Identification Documentation,10
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Other Money Laundering,3
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,2
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Other Structuring,236
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,15
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,28
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,1
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,8
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,1
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,5
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Counter Checks or Markers,3
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,2
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,3
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),2
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),1
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",13
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,15
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,56
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,5
2016,California,"San Diego County, CA",Casino/Card Club - State Licensed Casino,[Total],642
2016,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Credit/Debit Card,3
2016,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,3
2016,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,3
2016,California,"San Joaquin County, CA",Casino/Card Club - State Licensed Casino,[Total],9
2016,California,"Santa Clara County, CA",Casino/Card Club - State Licensed Casino,Other Money Laundering,1
2016,California,"Santa Clara County, CA",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,1
2016,California,"Santa Clara County, CA",Casino/Card Club - State Licensed Casino,[Total],2
2016,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,21
2016,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1
2016,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,1
2016,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Credit/Debit Card,2
2016,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,2
2016,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,1
2016,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,4
2016,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,8
2016,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,1
2016,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,1
2016,California,"Tuolumne County, CA",Casino/Card Club - State Licensed Casino,[Total],42
2016,California,[Total],Casino/Card Club - State Licensed Casino,[Total],758
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,600
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,20
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,2
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Check,1
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,1
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,20
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,1
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,10
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Identity Theft,1
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,1
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,78
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Casinos,600
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Identification Documentation,4
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,2
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Other Structuring,10
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,10
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Pyramid Scheme,1
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,52
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,6
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,1
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,26
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,5
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,18
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Intra-Casino Funds Transfers,2
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Use of Multiple Accounts,1
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,5
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,9
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),1
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),4
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",3
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Transaction(s) Below BSA Recordkeeping Threshold,14
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,152
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,Two or More Individuals Working Together,16
2016,Colorado,"Gilpin County, CO",Casino/Card Club - State Licensed Casino,[Total],"1,677"
2016,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,2
2016,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Other Casinos,2
2016,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Other Money Laundering,1
2016,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,1
2016,Colorado,"Teller County, CO",Casino/Card Club - State Licensed Casino,[Total],6
2016,Colorado,[Total],Casino/Card Club - State Licensed Casino,[Total],"1,683"
2016,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,1
2016,Nevada,"Carson City, NV",Casino/Card Club - State Licensed Casino,[Total],1
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Account Takeover,1
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,ACH,2
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,248
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,665
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Bribery or Gratuity,5
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,6
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Check,151
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Consumer Loan (see instructions),2
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Counterfeit Instrument,32
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Credit/Debit Card,61
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,206
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Elder Financial Exploitation,2
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Embezzlement/Theft/Disappearance of Funds,43
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,50
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Forgeries,2
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Healthcare/Public or Private Health Insurance,1
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Identity Theft,16
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Inquiry about End of Business Day,13
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Insider Trading,2
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Known or Suspected Terrorist/Terrorist Organization,1
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences",1
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Mail,3
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Market Manipulation/Wash Trading,1
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Mass-Marketing,1
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,"3,123"
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Misuse of Position or Self-Dealing,5
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Multiple Individuals with Same or Similar Identities,6
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Casinos,"1,546"
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Fraud (Type),32
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Identification Documentation,32
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Money Laundering,176
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Mortgage Fraud,1
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,363
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Structuring,"1,641"
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Other Terrorist,3
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,350
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,671
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Single Individual with Multiple Identities,36
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspected Public/Private Corruption (Domestic),36
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspected Public/Private Corruption (Foreign),10
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Physical Condition of Funds,25
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicion Concerning the Source of Funds,"2,536"
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",64
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious EFT/Wire Transfers,549
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Exchange of Currencies,93
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,142
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Intra-Casino Funds Transfers,24
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Receipt of Government Payments/Benefits,1
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Counter Checks or Markers,163
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Informal Value Transfer System,20
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Multiple Accounts,93
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious use of multiple transaction locations,109
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Noncash Monetary Instruments,551
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),79
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Trade Based Money Laundering/Black Market Peso Exchange,2
2016,Nevada,"Clark County, NV",Casino/Card Club - State Licensed Casino,Transaction Out of Pattern for Customer(s),158
